data,abrangencia,pop,variavel,valor,data_formatada,lideranca
1º trimestre 2017,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.9,2017-02-01,José Ivo Sartori
1º trimestre 2017,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.1,2017-02-01,José Ivo Sartori
2º trimestre 2017,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2017-05-01,José Ivo Sartori
2º trimestre 2017,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.2,2017-05-01,José Ivo Sartori
2º trimestre 2017,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.8,2017-05-01,José Ivo Sartori
3º trimestre 2017,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2017-08-01,José Ivo Sartori
3º trimestre 2017,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.5,2017-08-01,José Ivo Sartori
3º trimestre 2017,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.5,2017-08-01,José Ivo Sartori
4º trimestre 2017,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2017-11-01,José Ivo Sartori
4º trimestre 2017,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.7,2017-11-01,José Ivo Sartori
4º trimestre 2017,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.3,2017-11-01,José Ivo Sartori
1º trimestre 2018,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2018-02-01,José Ivo Sartori
1º trimestre 2018,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,56.0,2018-02-01,José Ivo Sartori
1º trimestre 2018,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.0,2018-02-01,José Ivo Sartori
2º trimestre 2018,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2018-05-01,José Ivo Sartori
2º trimestre 2018,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,56.0,2018-05-01,José Ivo Sartori
2º trimestre 2018,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.0,2018-05-01,José Ivo Sartori
3º trimestre 2018,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2018-08-01,José Ivo Sartori
3º trimestre 2018,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,56.0,2018-08-01,José Ivo Sartori
3º trimestre 2018,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.0,2018-08-01,José Ivo Sartori
4º trimestre 2018,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2018-11-01,José Ivo Sartori
4º trimestre 2018,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,56.0,2018-11-01,José Ivo Sartori
4º trimestre 2018,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.0,2018-11-01,José Ivo Sartori
1º trimestre 2019,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2019-02-01,Eduardo Leite
1º trimestre 2019,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.5,2019-02-01,Eduardo Leite
1º trimestre 2019,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.5,2019-02-01,Eduardo Leite
2º trimestre 2019,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2019-05-01,Eduardo Leite
2º trimestre 2019,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.4,2019-05-01,Eduardo Leite
2º trimestre 2019,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.6,2019-05-01,Eduardo Leite
3º trimestre 2019,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2019-08-01,Eduardo Leite
3º trimestre 2019,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.9,2019-08-01,Eduardo Leite
3º trimestre 2019,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.1,2019-08-01,Eduardo Leite
4º trimestre 2019,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2019-11-01,Eduardo Leite
4º trimestre 2019,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.5,2019-11-01,Eduardo Leite
4º trimestre 2019,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.5,2019-11-01,Eduardo Leite
1º trimestre 2020,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2020-02-01,Eduardo Leite
1º trimestre 2020,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.8,2020-02-01,Eduardo Leite
1º trimestre 2020,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.2,2020-02-01,Eduardo Leite
2º trimestre 2020,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2020-05-01,Eduardo Leite
2º trimestre 2020,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2020-05-01,Eduardo Leite
2º trimestre 2020,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2020-05-01,Eduardo Leite
3º trimestre 2020,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2020-08-01,Eduardo Leite
3º trimestre 2020,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2020-08-01,Eduardo Leite
3º trimestre 2020,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2020-08-01,Eduardo Leite
4º trimestre 2020,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2020-11-01,Eduardo Leite
4º trimestre 2020,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2020-11-01,Eduardo Leite
4º trimestre 2020,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2020-11-01,Eduardo Leite
1º trimestre 2021,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2021-02-01,Eduardo Leite
1º trimestre 2021,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2021-02-01,Eduardo Leite
1º trimestre 2021,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2021-02-01,Eduardo Leite
2º trimestre 2021,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2021-05-01,Eduardo Leite
2º trimestre 2021,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2021-05-01,Eduardo Leite
2º trimestre 2021,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2021-05-01,Eduardo Leite
3º trimestre 2021,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2021-08-01,Eduardo Leite
3º trimestre 2021,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2021-08-01,Eduardo Leite
3º trimestre 2021,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2021-08-01,Eduardo Leite
4º trimestre 2021,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2021-11-01,Eduardo Leite
4º trimestre 2021,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2021-11-01,Eduardo Leite
4º trimestre 2021,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2021-11-01,Eduardo Leite
1º trimestre 2022,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2022-02-01,Eduardo Leite
1º trimestre 2022,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2022-02-01,Eduardo Leite
1º trimestre 2022,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2022-02-01,Eduardo Leite
2º trimestre 2022,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2022-05-01,Ranolfo Vieira Júnior
2º trimestre 2022,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.7,2022-05-01,Ranolfo Vieira Júnior
2º trimestre 2022,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.3,2022-05-01,Ranolfo Vieira Júnior
3º trimestre 2022,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2022-08-01,Ranolfo Vieira Júnior
3º trimestre 2022,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.9,2022-08-01,Ranolfo Vieira Júnior
3º trimestre 2022,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.1,2022-08-01,Ranolfo Vieira Júnior
4º trimestre 2022,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2022-11-01,Ranolfo Vieira Júnior
4º trimestre 2022,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,56.0,2022-11-01,Ranolfo Vieira Júnior
4º trimestre 2022,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.0,2022-11-01,Ranolfo Vieira Júnior
1º trimestre 2023,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2023-02-01,Eduardo Leite
1º trimestre 2023,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.4,2023-02-01,Eduardo Leite
1º trimestre 2023,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.6,2023-02-01,Eduardo Leite
2º trimestre 2023,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2023-05-01,Eduardo Leite
2º trimestre 2023,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,54.9,2023-05-01,Eduardo Leite
2º trimestre 2023,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,45.1,2023-05-01,Eduardo Leite
3º trimestre 2023,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2023-08-01,Eduardo Leite
3º trimestre 2023,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,54.8,2023-08-01,Eduardo Leite
3º trimestre 2023,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,45.2,2023-08-01,Eduardo Leite
4º trimestre 2023,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2023-11-01,Eduardo Leite
4º trimestre 2023,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.0,2023-11-01,Eduardo Leite
4º trimestre 2023,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,45.0,2023-11-01,Eduardo Leite
1º trimestre 2024,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2024-02-01,Eduardo Leite
1º trimestre 2024,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.1,2024-02-01,Eduardo Leite
1º trimestre 2024,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.9,2024-02-01,Eduardo Leite
2º trimestre 2024,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2024-05-01,Eduardo Leite
2º trimestre 2024,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.4,2024-05-01,Eduardo Leite
2º trimestre 2024,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.6,2024-05-01,Eduardo Leite
3º trimestre 2024,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2024-08-01,Eduardo Leite
3º trimestre 2024,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,54.9,2024-08-01,Eduardo Leite
3º trimestre 2024,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,45.1,2024-08-01,Eduardo Leite
4º trimestre 2024,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2024-11-01,Eduardo Leite
4º trimestre 2024,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.1,2024-11-01,Eduardo Leite
4º trimestre 2024,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.9,2024-11-01,Eduardo Leite
1º trimestre 2025,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2025-02-01,Eduardo Leite
1º trimestre 2025,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,54.9,2025-02-01,Eduardo Leite
1º trimestre 2025,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,45.1,2025-02-01,Eduardo Leite
2º trimestre 2025,Rio Grande do Sul,Total,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,100.0,2025-05-01,Eduardo Leite
2º trimestre 2025,Rio Grande do Sul,Homens,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,55.1,2025-05-01,Eduardo Leite
2º trimestre 2025,Rio Grande do Sul,Mulheres,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,44.9,2025-05-01,Eduardo Leite
1º trimestre 2012,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2012-02-01,Tarso Genro
1º trimestre 2012,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2012-02-01,Tarso Genro
1º trimestre 2012,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.8,2012-02-01,Tarso Genro
2º trimestre 2012,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2012-05-01,Tarso Genro
2º trimestre 2012,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2012-05-01,Tarso Genro
2º trimestre 2012,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.8,2012-05-01,Tarso Genro
3º trimestre 2012,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2012-08-01,Tarso Genro
3º trimestre 2012,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2012-08-01,Tarso Genro
3º trimestre 2012,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.8,2012-08-01,Tarso Genro
4º trimestre 2012,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2012-11-01,Tarso Genro
4º trimestre 2012,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2012-11-01,Tarso Genro
4º trimestre 2012,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.8,2012-11-01,Tarso Genro
1º trimestre 2013,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2013-02-01,Tarso Genro
1º trimestre 2013,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2013-02-01,Tarso Genro
1º trimestre 2013,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.8,2013-02-01,Tarso Genro
2º trimestre 2013,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2013-05-01,Tarso Genro
2º trimestre 2013,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2013-05-01,Tarso Genro
2º trimestre 2013,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.8,2013-05-01,Tarso Genro
3º trimestre 2013,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2013-08-01,Tarso Genro
3º trimestre 2013,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2013-08-01,Tarso Genro
3º trimestre 2013,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.7,2013-08-01,Tarso Genro
4º trimestre 2013,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2013-11-01,Tarso Genro
4º trimestre 2013,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.7,2013-11-01,Tarso Genro
4º trimestre 2013,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.9,2013-11-01,Tarso Genro
1º trimestre 2014,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2014-02-01,Tarso Genro
1º trimestre 2014,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2014-02-01,Tarso Genro
1º trimestre 2014,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.8,2014-02-01,Tarso Genro
2º trimestre 2014,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2014-05-01,Tarso Genro
2º trimestre 2014,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.7,2014-05-01,Tarso Genro
2º trimestre 2014,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.8,2014-05-01,Tarso Genro
3º trimestre 2014,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2014-08-01,Tarso Genro
3º trimestre 2014,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2014-08-01,Tarso Genro
3º trimestre 2014,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.8,2014-08-01,Tarso Genro
4º trimestre 2014,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2014-11-01,Tarso Genro
4º trimestre 2014,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2014-11-01,Tarso Genro
4º trimestre 2014,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.8,2014-11-01,Tarso Genro
1º trimestre 2015,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2015-02-01,José Ivo Sartori
1º trimestre 2015,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2015-02-01,José Ivo Sartori
1º trimestre 2015,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.8,2015-02-01,José Ivo Sartori
2º trimestre 2015,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2015-05-01,José Ivo Sartori
2º trimestre 2015,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2015-05-01,José Ivo Sartori
2º trimestre 2015,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.8,2015-05-01,José Ivo Sartori
3º trimestre 2015,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2015-08-01,José Ivo Sartori
3º trimestre 2015,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2015-08-01,José Ivo Sartori
3º trimestre 2015,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.8,2015-08-01,José Ivo Sartori
4º trimestre 2015,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2015-11-01,José Ivo Sartori
4º trimestre 2015,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2015-11-01,José Ivo Sartori
4º trimestre 2015,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.8,2015-11-01,José Ivo Sartori
1º trimestre 2016,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2016-02-01,José Ivo Sartori
1º trimestre 2016,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2016-02-01,José Ivo Sartori
1º trimestre 2016,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.7,2016-02-01,José Ivo Sartori
2º trimestre 2016,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2016-05-01,José Ivo Sartori
2º trimestre 2016,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2016-05-01,José Ivo Sartori
2º trimestre 2016,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.7,2016-05-01,José Ivo Sartori
3º trimestre 2016,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2016-08-01,José Ivo Sartori
3º trimestre 2016,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2016-08-01,José Ivo Sartori
3º trimestre 2016,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.8,2016-08-01,José Ivo Sartori
4º trimestre 2016,Rio Grande do Sul,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2016-11-01,José Ivo Sartori
4º trimestre 2016,Rio Grande do Sul,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.6,2016-11-01,José Ivo Sartori
4º trimestre 2016,Rio Grande do Sul,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.8,2016-11-01,José Ivo Sartori
